INSERT INTO City (Name) 
VALUES
('Zagreb'),
('Split'),
('Rijeka'),
('Osijek'),
('Zadar'),
('Dubrovnik'),
('Pula'),
('Šibenik'),
('Varaždin'),
('Karlovac'),
('Berlin'),
('Munchen'),
('Hamburg'),
('Frankfurt'),
('Köln');

insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Riverside', 15, 6, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Oasis', 5, 35, '10:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Dorado', 1, 24, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Haven', 8, 47, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Toscana', 11, 25, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Pueblo', 3, 30, '11:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Alley', 15, 47, '10:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Violet', 4, 6, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Cielo', 5, 49, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Palazzo', 7, 25, '10:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Verona', 1, 8, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Bayou', 2, 8, '11:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Coast', 11, 23, '11:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub River', 3, 19, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Bistro', 9, 13, '12:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Lagoon', 6, 36, '10:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Sunshine', 14, 11, '12:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Violet', 13, 10, '11:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Vino', 13, 18, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Harvest', 2, 48, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Dorado', 4, 25, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Park', 14, 28, '10:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Bay', 11, 23, '10:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Dorado', 1, 24, '11:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Roma', 11, 6, '10:30:00', '22:00:00', false);





insert into guest (guestid, name, surname, birth) values (1, 'Randell', 'Weavers', '1986-03-19');
insert into guest (guestid, name, surname, birth) values (2, 'Laetitia', 'Ching', '1996-07-23');
insert into guest (guestid, name, surname, birth) values (3, 'Leandra', 'MacDavitt', '1999-01-08');
insert into guest (guestid, name, surname, birth) values (4, 'Lenka', 'Munton', '1968-07-16');
insert into guest (guestid, name, surname, birth) values (5, 'Geralda', 'Stafford', '1957-12-31');
insert into guest (guestid, name, surname, birth) values (6, 'Katina', 'Peach', '1972-07-02');
insert into guest (guestid, name, surname, birth) values (7, 'Eliza', 'Prydden', '1989-08-21');
insert into guest (guestid, name, surname, birth) values (8, 'Red', 'Folonin', '1991-01-30');
insert into guest (guestid, name, surname, birth) values (9, 'Christoper', 'Linscott', '1974-12-18');
insert into guest (guestid, name, surname, birth) values (10, 'Melony', 'MacIlwrick', '1966-07-04');
insert into guest (guestid, name, surname, birth) values (11, 'Joshia', 'O''Feeny', '1961-01-13');
insert into guest (guestid, name, surname, birth) values (12, 'Christiane', 'Toopin', '1977-04-19');
insert into guest (guestid, name, surname, birth) values (13, 'Harp', 'Paddle', '1963-12-16');
insert into guest (guestid, name, surname, birth) values (14, 'Freddi', 'Willingale', '1990-12-06');
insert into guest (guestid, name, surname, birth) values (15, 'Karlen', 'Tulk', '1993-11-24');
insert into guest (guestid, name, surname, birth) values (16, 'Mindy', 'Phythien', '1978-08-13');
insert into guest (guestid, name, surname, birth) values (17, 'Kandy', 'Blaze', '1972-11-05');
insert into guest (guestid, name, surname, birth) values (18, 'Zorine', 'Rother', '1960-09-20');
insert into guest (guestid, name, surname, birth) values (19, 'Buiron', 'Windridge', '2000-11-05');
insert into guest (guestid, name, surname, birth) values (20, 'Doroteya', 'Tyrone', '1954-06-16');
insert into guest (guestid, name, surname, birth) values (21, 'Dallas', 'Colclough', '2000-09-30');
insert into guest (guestid, name, surname, birth) values (22, 'Kincaid', 'Ibotson', '1957-08-13');
insert into guest (guestid, name, surname, birth) values (23, 'Abigael', 'Jossum', '1981-01-16');
insert into guest (guestid, name, surname, birth) values (24, 'Trent', 'Clutterbuck', '1965-05-22');
insert into guest (guestid, name, surname, birth) values (25, 'Ailsun', 'Risely', '1989-05-23');
insert into guest (guestid, name, surname, birth) values (26, 'Evelyn', 'Wray', '1968-04-22');
insert into guest (guestid, name, surname, birth) values (27, 'Debor', 'Siviter', '1985-03-26');
insert into guest (guestid, name, surname, birth) values (28, 'Gracia', 'Gumly', '1959-03-17');
insert into guest (guestid, name, surname, birth) values (29, 'Amitie', 'Romagnosi', '1950-01-01');
insert into guest (guestid, name, surname, birth) values (30, 'Colette', 'Nan Carrow', '1968-11-19');
insert into guest (guestid, name, surname, birth) values (31, 'Chicky', 'Clemence', '1983-07-21');
insert into guest (guestid, name, surname, birth) values (32, 'Bertha', 'McCerery', '1991-03-26');
insert into guest (guestid, name, surname, birth) values (33, 'Tiffi', 'Scay', '1959-02-17');
insert into guest (guestid, name, surname, birth) values (34, 'Milicent', 'Lund', '1994-12-29');
insert into guest (guestid, name, surname, birth) values (35, 'Tabb', 'Durnill', '1974-01-24');
insert into guest (guestid, name, surname, birth) values (36, 'Nicky', 'Scheu', '1986-01-28');
insert into guest (guestid, name, surname, birth) values (37, 'Edith', 'Nilges', '1954-06-19');
insert into guest (guestid, name, surname, birth) values (38, 'Martainn', 'Rapport', '1979-10-08');
insert into guest (guestid, name, surname, birth) values (39, 'Mendy', 'Coleshill', '2005-08-09');
insert into guest (guestid, name, surname, birth) values (40, 'Leonelle', 'Kremer', '1964-01-16');
insert into guest (guestid, name, surname, birth) values (41, 'Connor', 'Allsepp', '1951-02-27');
insert into guest (guestid, name, surname, birth) values (42, 'Adair', 'Verbeke', '1991-06-27');
insert into guest (guestid, name, surname, birth) values (43, 'Gaultiero', 'Shovelbottom', '2003-10-01');
insert into guest (guestid, name, surname, birth) values (44, 'Vally', 'Streets', '1975-09-30');
insert into guest (guestid, name, surname, birth) values (45, 'Shanna', 'O''Bruen', '1986-09-06');
insert into guest (guestid, name, surname, birth) values (46, 'Findlay', 'Astall', '1958-07-13');
insert into guest (guestid, name, surname, birth) values (47, 'Anissa', 'Pownall', '2004-05-11');
insert into guest (guestid, name, surname, birth) values (48, 'Shandra', 'Limrick', '1955-04-01');
insert into guest (guestid, name, surname, birth) values (49, 'Tiffany', 'Mapham', '1999-09-27');
insert into guest (guestid, name, surname, birth) values (50, 'Tedd', 'Wyke', '1967-12-07');
insert into guest (guestid, name, surname, birth) values (51, 'Lesley', 'Arcase', '1964-04-26');
insert into guest (guestid, name, surname, birth) values (52, 'Cross', 'Faraday', '2002-10-23');
insert into guest (guestid, name, surname, birth) values (53, 'Susanetta', 'McClounan', '1951-11-15');
insert into guest (guestid, name, surname, birth) values (54, 'Noella', 'McAlindon', '1953-10-28');
insert into guest (guestid, name, surname, birth) values (55, 'Guido', 'Sneath', '1982-12-03');
insert into guest (guestid, name, surname, birth) values (56, 'Ned', 'McKoy', '2003-06-13');
insert into guest (guestid, name, surname, birth) values (57, 'Ninnette', 'Marcinkowski', '1987-02-05');
insert into guest (guestid, name, surname, birth) values (58, 'Lyndsay', 'Vater', '2005-05-11');
insert into guest (guestid, name, surname, birth) values (59, 'Jody', 'Garbert', '1993-02-15');
insert into guest (guestid, name, surname, birth) values (60, 'Had', 'Covendon', '1997-06-04');
insert into guest (guestid, name, surname, birth) values (61, 'Valentin', 'Ouchterlony', '1994-02-18');
insert into guest (guestid, name, surname, birth) values (62, 'Marge', 'Abrahamsohn', '1975-07-31');
insert into guest (guestid, name, surname, birth) values (63, 'Aldridge', 'Hartzog', '1957-05-02');
insert into guest (guestid, name, surname, birth) values (64, 'Ludwig', 'Sybbe', '1953-02-04');
insert into guest (guestid, name, surname, birth) values (65, 'Benita', 'Dwine', '1965-04-12');
insert into guest (guestid, name, surname, birth) values (66, 'Teodor', 'Donlon', '2003-11-04');
insert into guest (guestid, name, surname, birth) values (67, 'Burr', 'Arnould', '2006-03-24');
insert into guest (guestid, name, surname, birth) values (68, 'Ardella', 'De Lascy', '1982-04-05');
insert into guest (guestid, name, surname, birth) values (69, 'Ly', 'Maraga', '1952-09-19');
insert into guest (guestid, name, surname, birth) values (70, 'Joelie', 'Hastewell', '1998-04-03');
insert into guest (guestid, name, surname, birth) values (71, 'Anselm', 'Withnall', '1977-08-14');
insert into guest (guestid, name, surname, birth) values (72, 'Dory', 'Tilbury', '1951-08-16');
insert into guest (guestid, name, surname, birth) values (73, 'Olva', 'Omond', '1982-02-03');
insert into guest (guestid, name, surname, birth) values (74, 'Georg', 'Lumox', '1961-06-27');
insert into guest (guestid, name, surname, birth) values (75, 'Alejandra', 'Poundsford', '1971-04-02');
insert into guest (guestid, name, surname, birth) values (76, 'Alidia', 'Bartozzi', '1970-08-15');
insert into guest (guestid, name, surname, birth) values (77, 'Valera', 'Britton', '1971-08-02');
insert into guest (guestid, name, surname, birth) values (78, 'Maribelle', 'Brandham', '1958-07-29');
insert into guest (guestid, name, surname, birth) values (79, 'Cortney', 'Sirmon', '1990-02-09');
insert into guest (guestid, name, surname, birth) values (80, 'Gearalt', 'Merrgan', '1999-12-03');
insert into guest (guestid, name, surname, birth) values (81, 'Linn', 'Ibel', '1958-01-09');
insert into guest (guestid, name, surname, birth) values (82, 'Louella', 'Ruckledge', '1958-07-22');
insert into guest (guestid, name, surname, birth) values (83, 'Garrett', 'Chese', '1955-08-06');
insert into guest (guestid, name, surname, birth) values (84, 'Marylee', 'Veljes', '2001-10-21');
insert into guest (guestid, name, surname, birth) values (85, 'Wilone', 'Chivrall', '1973-05-21');
insert into guest (guestid, name, surname, birth) values (86, 'Roobbie', 'Cluet', '1951-02-16');
insert into guest (guestid, name, surname, birth) values (87, 'Adelaide', 'McDonagh', '1972-12-18');
insert into guest (guestid, name, surname, birth) values (88, 'Tasia', 'McLeman', '1950-11-20');
insert into guest (guestid, name, surname, birth) values (89, 'Nickolaus', 'Mauger', '1967-08-13');
insert into guest (guestid, name, surname, birth) values (90, 'Ruperta', 'Baelde', '1983-09-04');
insert into guest (guestid, name, surname, birth) values (91, 'Brinn', 'Shaves', '1988-05-30');
insert into guest (guestid, name, surname, birth) values (92, 'Devin', 'Quainton', '1957-03-09');
insert into guest (guestid, name, surname, birth) values (93, 'Paulie', 'Merwood', '1964-11-09');
insert into guest (guestid, name, surname, birth) values (94, 'Lia', 'Cusack', '1983-01-21');
insert into guest (guestid, name, surname, birth) values (95, 'Carlen', 'Greenshiels', '1982-01-25');
insert into guest (guestid, name, surname, birth) values (96, 'Jeanette', 'Birchill', '2006-01-07');
insert into guest (guestid, name, surname, birth) values (97, 'Sergent', 'Risdale', '1952-01-08');
insert into guest (guestid, name, surname, birth) values (98, 'Lynette', 'Pantlin', '1994-03-25');
insert into guest (guestid, name, surname, birth) values (99, 'Vladamir', 'Peto', '1992-06-21');
insert into guest (guestid, name, surname, birth) values (100, 'Grayce', 'Kiddey', '1990-10-24');
insert into guest (guestid, name, surname, birth) values (101, 'Osmond', 'Rigard', '1995-03-24');
insert into guest (guestid, name, surname, birth) values (102, 'Jeremie', 'Reedyhough', '1970-05-10');
insert into guest (guestid, name, surname, birth) values (103, 'Zelda', 'Riggott', '2002-02-18');
insert into guest (guestid, name, surname, birth) values (104, 'Conny', 'Manthroppe', '1991-07-31');
insert into guest (guestid, name, surname, birth) values (105, 'Burg', 'Hoffman', '1996-07-08');
insert into guest (guestid, name, surname, birth) values (106, 'Nesta', 'Kenton', '1975-01-01');
insert into guest (guestid, name, surname, birth) values (107, 'Harald', 'Ovenden', '1985-08-19');
insert into guest (guestid, name, surname, birth) values (108, 'Estell', 'Tutt', '1986-05-09');
insert into guest (guestid, name, surname, birth) values (109, 'Mufinella', 'Berrow', '2001-08-12');
insert into guest (guestid, name, surname, birth) values (110, 'Nehemiah', 'Millership', '1980-09-18');
insert into guest (guestid, name, surname, birth) values (111, 'Wilow', 'Novill', '1961-11-20');
insert into guest (guestid, name, surname, birth) values (112, 'Betsy', 'Booty', '1978-01-08');
insert into guest (guestid, name, surname, birth) values (113, 'Patrick', 'Isakovitch', '2003-09-16');
insert into guest (guestid, name, surname, birth) values (114, 'Pearline', 'Teideman', '1996-05-04');
insert into guest (guestid, name, surname, birth) values (115, 'Hubert', 'Parnham', '2005-10-03');
insert into guest (guestid, name, surname, birth) values (116, 'Trevar', 'Putterill', '1982-08-07');
insert into guest (guestid, name, surname, birth) values (117, 'Linnell', 'Jarry', '2000-06-14');
insert into guest (guestid, name, surname, birth) values (118, 'Diana', 'Petrussi', '1982-04-05');
insert into guest (guestid, name, surname, birth) values (119, 'Letitia', 'Gamblin', '1962-04-17');
insert into guest (guestid, name, surname, birth) values (120, 'Fin', 'Jaouen', '1967-03-03');
insert into guest (guestid, name, surname, birth) values (121, 'Tibold', 'Maytom', '1967-06-26');
insert into guest (guestid, name, surname, birth) values (122, 'Linn', 'Maldin', '1982-02-16');
insert into guest (guestid, name, surname, birth) values (123, 'Yetta', 'Soden', '1972-06-06');
insert into guest (guestid, name, surname, birth) values (124, 'Amalia', 'Dwyr', '1950-11-14');
insert into guest (guestid, name, surname, birth) values (125, 'Camella', 'Craythorne', '1964-02-26');
insert into guest (guestid, name, surname, birth) values (126, 'Leshia', 'Bucktrout', '2006-11-24');
insert into guest (guestid, name, surname, birth) values (127, 'Alli', 'Filmer', '1975-03-10');
insert into guest (guestid, name, surname, birth) values (128, 'Vanni', 'Spencers', '1977-04-29');
insert into guest (guestid, name, surname, birth) values (129, 'Myrtie', 'Slay', '1965-12-10');
insert into guest (guestid, name, surname, birth) values (130, 'Chance', 'Found', '2006-01-23');
insert into guest (guestid, name, surname, birth) values (131, 'Benetta', 'Swaite', '1988-07-16');
insert into guest (guestid, name, surname, birth) values (132, 'Emelia', 'Brand-Hardy', '1978-12-03');
insert into guest (guestid, name, surname, birth) values (133, 'Walsh', 'Fishburn', '1985-08-12');
insert into guest (guestid, name, surname, birth) values (134, 'Inna', 'Marcone', '1974-04-06');
insert into guest (guestid, name, surname, birth) values (135, 'Aurilia', 'Moncreiff', '2001-06-18');
insert into guest (guestid, name, surname, birth) values (136, 'Dacey', 'Bootherstone', '1975-11-06');
insert into guest (guestid, name, surname, birth) values (137, 'Jay', 'Proffitt', '1961-12-06');
